id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street_is_pave,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,has_central_air,electrical,first_flr_sf,second_fl_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,age_at_sale,age_of_remod,sale_time_to_recession,garage_age,garage_age_1_or_less,garage_age_2_5,garage_age_6_10,garage_age_11_19,garage_age_20_31,garage_age_32_40,garage_age_41_49,garage_age_50_59,garage_age_60_91,garage_age_over_92,no_garage,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,bldg_type_d_1Fam,bldg_type_d_2fmCon,bldg_type_d_Duplex,bldg_type_d_Twnhs,bldg_type_d_TwnhsE,house_style_d_1.5Fin,house_style_d_1.5Unf,house_style_d_1Story,house_style_d_2.5Fin,house_style_d_2.5Unf,house_style_d_2Story,house_style_d_SFoyer,house_style_d_SLvl,nhood_med_abv_230759,nhood_med_194280_230759,nhood_med_168610_194280,nhood_med_136516_168610,nhood_med_115650_136516,nhood_med_below_115650,foundation_d_BrkTil,foundation_d_CBlock,foundation_d_PConc,foundation_d_Slab,foundation_d_Stone,foundation_d_Wood,fireplace_qu_d_Ex,fireplace_qu_d_Fa,fireplace_qu_d_Gd,fireplace_qu_d_NA,fireplace_qu_d_Po,fireplace_qu_d_TA,heating_qc_d_Ex,heating_qc_d_Fa,heating_qc_d_Gd,heating_qc_d_TA,electrical_d_FuseA,electrical_d_FuseF,electrical_d_FuseP,electrical_d_Mix,electrical_d_SBrkr,garage_type_d_2Types,garage_type_d_Attchd,garage_type_d_Basment,garage_type_d_BuiltIn,garage_type_d_CarPort,garage_type_d_Detchd,garage_type_d_NA,misc_feature_d_Gar2,misc_feature_d_NA,misc_feature_d_Othr,misc_feature_d_Shed,misc_feature_d_TenC,is_1_story,is_1_hf_story,is_2_story,is_2_hf_story,is_split_multi,is_duplex,is_pud,is_2_fm_conv,is_pre_war,is_post_war,has_finished_attic,sale_type_d_COD,sale_type_d_CWD,sale_type_d_Con,sale_type_d_ConLD,sale_type_d_ConLI,sale_type_d_ConLw,sale_type_d_New,sale_type_d_Oth,sale_type_d_WD ,exterior_1st_d_AsbShng,exterior_1st_d_AsphShn,exterior_1st_d_BrkComm,exterior_1st_d_BrkFace,exterior_1st_d_CBlock,exterior_1st_d_CemntBd,exterior_1st_d_HdBoard,exterior_1st_d_ImStucc,exterior_1st_d_MetalSd,exterior_1st_d_Plywood,exterior_1st_d_Stone,exterior_1st_d_Stucco,exterior_1st_d_VinylSd,exterior_1st_d_Wd Sdng,exterior_1st_d_WdShing,exterior_2nd_d_AsbShng,exterior_2nd_d_AsphShn,exterior_2nd_d_BrkComm,exterior_2nd_d_BrkFace,exterior_2nd_d_CBlock,exterior_2nd_d_CemntBd,exterior_2nd_d_HdBoard,exterior_2nd_d_ImStucc,exterior_2nd_d_MetalSd,exterior_2nd_d_Plywood,exterior_2nd_d_Stone,exterior_2nd_d_Stucco,exterior_2nd_d_VinylSd,exterior_2nd_d_Wd Sdng,exterior_2nd_d_WdShing,condition_1_d_Artery,condition_1_d_Feedr,condition_1_d_Norm,condition_1_d_PosA,condition_1_d_PosN,condition_1_d_RRAe,condition_1_d_RRAn,condition_1_d_RRNe,condition_1_d_RRNn,condition_2_d_Artery,condition_2_d_Feedr,condition_2_d_Norm,condition_2_d_PosA,condition_2_d_PosN,condition_2_d_RRAe,condition_2_d_RRAn,condition_2_d_RRNn,exterior_1st_d_PreCast,exterior_2nd_d_Other,exterior_2nd_d_PreCast,mas_vnr_type_d_BrkComm,mas_vnr_type_d_BrkFace,mas_vnr_type_d_None,mas_vnr_type_d_Stone,roof_style_d_Flat,roof_style_d_Gable,roof_style_d_Gambrel,roof_style_d_Hip,roof_style_d_Mansard,roof_style_d_Shed,roof_matl_d_CompShg,roof_matl_d_Membran,roof_matl_d_Tar&Grv,roof_matl_d_WdShake,roof_matl_d_WdShngl,neighborhood_d_Blmngtn,neighborhood_d_Blueste,neighborhood_d_BrDale,neighborhood_d_BrkSide,neighborhood_d_ClearCr,neighborhood_d_CollgCr,neighborhood_d_Crawfor,neighborhood_d_Edwards,neighborhood_d_Gilbert,neighborhood_d_Greens,neighborhood_d_GrnHill,neighborhood_d_IDOTRR,neighborhood_d_Landmrk,neighborhood_d_MeadowV,neighborhood_d_Mitchel,neighborhood_d_NAmes,neighborhood_d_NPkVill,neighborhood_d_NWAmes,neighborhood_d_NoRidge,neighborhood_d_NridgHt,neighborhood_d_OldTown,neighborhood_d_SWISU,neighborhood_d_Sawyer,neighborhood_d_SawyerW,neighborhood_d_Somerst,neighborhood_d_StoneBr,neighborhood_d_Timber,neighborhood_d_Veenker
753,1862,533352075,90,RL,0.0,18890,1,NA,-1,0,0,Inside,0,Sawyer,-2,-1,1,4,5,5,1977,1977,1,1,-1,-1,0,1.0,3,3,-2,4,TA,1,GLQ,498.0,Rec,211.0,652.0,1361.0,GasA,5,1,SBrkr,1361,1259,0,2620,0.0,0.0,2,2,4,2,3,12,Typ,1,3,5,1977.0,2,2.0,600.0,3,3,0,155,24,145,0,0,0,0,0,Gar2,8300,8,2007,-4,190000,30,30,765,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
754,1308,902300110,190,RM,69.0,9142,1,NA,0,0,0,Inside,0,OldTown,1,1,0,5,5,5,1900,2006,2,1,3,3,0,0.0,3,2,0,2,TA,1,Unf,0.0,Unf,0.0,797.0,797.0,GasA,3,0,FuseA,830,797,0,1627,0.0,0.0,2,0,4,2,3,10,Typ,0,0,0,1950.0,1,2.0,420.0,2,1,0,192,0,60,0,0,0,0,0,NA,0,2,2008,-4,139500,108,2,766,58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
755,1758,528290060,60,RL,0.0,7750,1,NA,0,0,0,Inside,0,Gilbert,-1,1,3,5,7,5,2003,2003,2,1,4,4,0,0.0,4,3,3,4,TA,1,Unf,0.0,Unf,0.0,660.0,660.0,GasA,5,1,SBrkr,660,660,0,1320,0.0,0.0,2,1,3,1,4,6,Typ,0,0,6,2003.0,3,2.0,400.0,3,3,2,0,48,0,0,0,0,0,0,NA,0,8,2007,-4,162000,4,4,767,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,2236,910201110,50,RM,50.0,6060,1,NA,0,0,0,Inside,0,IDOTRR,1,1,3,4,4,5,1939,1950,2,1,-2,-2,0,0.0,3,3,3,3,TA,1,Unf,0.0,Unf,0.0,732.0,732.0,GasA,4,1,SBrkr,772,351,0,1123,0.0,0.0,1,0,3,1,3,4,Typ,0,0,0,1979.0,1,1.0,264.0,3,3,1,0,0,140,0,0,0,0,3,NA,0,6,2007,-4,100000,68,57,768,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,2912,923225510,20,RL,58.0,10172,1,NA,-1,0,0,Inside,0,Mitchel,1,1,3,2,5,7,1968,2003,2,1,-1,-1,0,0.0,3,3,-2,3,TA,1,ALQ,441.0,Unf,0.0,423.0,864.0,GasA,5,1,SBrkr,874,0,0,874,1.0,0.0,1,0,3,1,3,5,Typ,0,0,6,1968.0,2,1.0,288.0,3,3,2,0,120,0,0,0,0,0,0,NA,0,10,2006,-4,126500,38,3,769,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
758,2093,906201200,60,RL,86.0,10380,1,NA,-1,0,0,Inside,0,SawyerW,1,1,3,5,7,5,1986,1987,2,1,-1,-1,1,172.0,4,3,-2,3,TA,4,LwQ,28.0,ALQ,1474.0,0.0,1502.0,GasA,5,1,SBrkr,1553,1177,0,2730,1.0,0.0,2,1,4,1,4,8,Typ,1,3,6,1987.0,3,2.0,576.0,3,3,2,201,96,0,0,0,0,0,3,NA,0,8,2007,-4,301000,21,20,770,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
759,2128,907180040,60,RL,69.0,9337,1,NA,-1,0,0,Inside,0,CollgCr,1,1,3,5,6,5,1997,1997,2,1,4,4,0,0.0,3,4,3,4,TA,1,GLQ,648.0,Unf,0.0,176.0,824.0,GasA,5,1,SBrkr,905,881,0,1786,1.0,0.0,2,1,3,1,4,7,Typ,0,0,6,1997.0,2,2.0,684.0,3,3,2,0,162,0,0,0,0,0,0,NA,0,5,2007,-4,204750,10,10,771,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,679,535451170,90,RL,60.0,7200,1,NA,0,0,0,Inside,0,NAmes,1,1,1,2,4,5,1949,1950,2,1,1,5,0,0.0,3,3,1,0,NA,0,NA,0.0,NA,0.0,0.0,0.0,Wall,2,0,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,Typ,0,0,0,1956.0,1,2.0,420.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2009,-4,90000,60,59,772,53.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
761,1313,902304060,190,RM,60.0,9600,1,Grvl,0,0,0,Inside,0,OldTown,1,1,0,5,5,5,1920,1960,2,1,-2,-2,0,0.0,3,3,0,3,TA,1,Rec,234.0,Unf,0.0,739.0,973.0,GasA,3,1,FuseP,1377,973,0,2350,0.0,0.0,2,0,4,2,3,10,Typ,0,0,4,1930.0,1,2.0,393.0,3,3,2,0,0,219,0,0,0,0,0,NA,0,4,2008,-4,130000,88,48,773,78.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
762,2534,534201250,60,RL,72.0,8640,1,NA,0,0,0,Inside,0,NAmes,-2,1,3,5,5,5,1968,1968,2,1,-1,-1,1,300.0,3,3,-2,4,Fa,2,ALQ,361.0,Rec,483.0,56.0,900.0,GasA,5,1,SBrkr,884,886,0,1770,1.0,0.0,1,1,4,1,3,7,Typ,0,0,6,1968.0,2,2.0,530.0,3,3,2,0,60,0,0,270,0,0,0,Shed,455,6,2006,-4,155000,38,38,774,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
763,1273,535453210,20,RL,70.0,7931,1,NA,0,0,0,Inside,0,NAmes,1,1,3,2,5,6,1960,1960,2,1,1,2,0,0.0,3,3,-2,3,TA,1,BLQ,374.0,LwQ,532.0,363.0,1269.0,GasA,3,1,FuseA,1269,0,0,1269,0.0,0.0,1,1,3,1,3,6,Typ,1,2,0,1964.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2008,-4,155000,48,48,775,44.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
764,219,905102060,190,RL,75.0,11625,1,NA,0,0,0,Inside,0,Sawyer,1,1,0,2,5,4,1965,1965,2,1,-1,-1,0,0.0,3,3,3,3,TA,2,BLQ,841.0,Unf,0.0,198.0,1039.0,GasA,5,1,SBrkr,1039,0,0,1039,1.0,0.0,1,1,3,1,3,6,Typ,0,0,6,1965.0,1,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,4,2010,-4,131500,45,45,776,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
765,133,534476260,80,RL,80.0,9600,1,NA,0,0,0,Inside,0,NAmes,1,1,3,1,6,6,1955,1972,2,1,-2,-2,1,164.0,3,3,-2,3,TA,3,BLQ,674.0,LwQ,132.0,350.0,1156.0,GasA,5,1,SBrkr,1520,0,0,1520,1.0,0.0,1,0,3,1,3,7,Typ,2,4,3,1955.0,2,1.0,364.0,3,3,2,0,0,189,0,0,0,0,0,NA,0,3,2010,-4,153000,55,38,777,55.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
766,38,528112020,20,RL,98.0,11478,1,NA,0,0,0,Inside,0,NridgHt,1,1,3,2,8,5,2007,2008,2,1,4,4,5,200.0,4,3,3,5,TA,1,GLQ,1218.0,Unf,0.0,486.0,1704.0,GasA,5,1,SBrkr,1704,0,0,1704,1.0,0.0,2,0,3,1,4,7,Typ,1,4,6,2008.0,2,3.0,772.0,3,3,2,0,50,0,0,0,0,0,0,NA,0,5,2010,-4,306000,3,2,778,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
767,2408,528186100,20,RL,61.0,7740,1,NA,0,0,0,Inside,0,NridgHt,1,1,2,2,9,5,2006,2006,2,1,3,3,1,518.0,4,3,3,5,Gd,1,GLQ,1023.0,Unf,0.0,663.0,1686.0,GasA,5,1,SBrkr,1686,0,0,1686,1.0,0.0,2,0,1,1,5,6,Typ,1,4,6,2006.0,3,3.0,899.0,3,3,2,266,100,0,0,0,0,0,0,NA,0,6,2006,4,332200,0,0,779,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
768,1575,916382120,20,RL,71.0,9520,1,NA,-1,-2,0,Inside,0,Timber,1,1,3,2,8,5,2007,2008,2,1,4,4,5,338.0,4,3,3,4,TA,4,GLQ,1513.0,Unf,0.0,125.0,1638.0,GasA,5,1,SBrkr,1646,0,0,1646,1.0,0.0,2,0,3,1,4,7,Typ,1,4,6,2008.0,2,3.0,800.0,3,3,2,192,44,0,0,0,0,0,0,NA,0,4,2008,4,293077,1,0,780,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
769,2000,902401030,40,RM,40.0,5400,1,Pave,0,0,0,Corner,0,OldTown,1,1,3,2,6,7,1926,2004,2,1,3,3,0,0.0,3,4,0,3,TA,2,LwQ,370.0,Unf,0.0,779.0,1149.0,GasA,4,1,FuseA,1149,467,0,1616,0.0,0.0,2,0,3,1,4,5,Typ,0,0,0,1926.0,1,1.0,216.0,3,3,2,0,0,183,0,0,0,0,0,NA,0,10,2007,-4,152000,81,3,782,81.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
770,2621,535450180,50,RL,60.0,10800,1,NA,0,0,0,Inside,0,NAmes,1,1,3,4,4,4,1949,1950,2,1,-2,-2,0,0.0,3,3,-2,3,TA,1,Unf,0.0,Unf,0.0,720.0,720.0,GasA,3,0,FuseA,720,472,0,1192,0.0,0.0,1,1,4,1,3,6,Typ,0,0,0,,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,NA,0,12,2006,-4,135000,57,56,783,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
